OCC_CODE,AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE
51-5100,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-5110,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-5111,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-5112,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-5113,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-6000,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-6010,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-6011,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-6020,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-6021,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-6030,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-6031,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-6040,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-6041,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-6042,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-6050,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-6051,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-6052,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-6060,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-6061,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-6062,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-6063,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-6064,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-6090,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-6091,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-6092,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-6093,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-6099,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-7000,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-7010,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-7011,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-7020,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-7021,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-7030,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-7031,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-7032,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-7040,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-7041,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-7042,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-7090,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-7099,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-8000,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-8010,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-8011,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-8012,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-8013,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-8020,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-8021,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-8030,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-8031,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-8090,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-8091,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-8092,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-8093,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-8099,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-9000,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-9010,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-9011,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-9012,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-9020,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-9021,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-9022,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-9023,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-9030,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-9031,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-9032,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-9040,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-9041,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-9050,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-9051,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-9060,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-9061,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-9070,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-9071,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-9080,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-9081,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-9082,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-9083,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-9110,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-9111,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-9120,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-9123,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-9124,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-9140,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-9141,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-9150,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-9151,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-9160,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-9161,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-9162,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-9190,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-9191,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-9192,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-9193,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-9194,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-9195,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-9196,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-9197,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-9198,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
51-9199,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-0000,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-1000,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-1040,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-1041,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-1047,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-2000,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-2010,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-2011,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-2012,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-2020,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-2021,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-2022,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-2030,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-2031,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-3000,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-3010,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-3011,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-3030,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-3031,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-3032,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-3033,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-3050,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-3051,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-3052,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-3053,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-3054,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-3090,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-3099,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-4000,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-4010,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-4011,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-4013,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-4020,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-4022,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-4030,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-4031,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-4040,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-4041,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-4090,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-4099,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-5000,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-5010,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-5011,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-5020,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-5021,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-5022,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-5030,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-5031,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-6000,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-6010,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-6011,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-6020,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-6021,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-6030,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-6031,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-6032,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-6040,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-6041,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-6050,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-6051,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-6060,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-6061,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-6090,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-6099,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-7000,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-7010,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-7011,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-7020,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-7021,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-7030,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-7031,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-7040,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-7041,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-7050,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-7051,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-7060,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-7061,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-7062,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-7063,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-7064,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-7065,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-7070,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-7071,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-7072,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-7073,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-7080,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-7081,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-7120,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-7121,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-7190,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
53-7199,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
